auditId,sourceLine,company,country,investmentFirm,sector,status,ownerCount,milestoneCount,sourceCount,proposedTargetCount,priority,score,flags,malformedDates,exactDuplicates,nearDuplicates,lowValueMilestones,recategoryCandidates,missingEntryOwners,missingExitOwners,sourceCoverage,sourceUrls,reviewerDecision,reviewerNotes
helios-power__united-states,6843,Helios Power,United States,Basalt Infrastructure Partners,Power & ET,Active,1,3,3,current 2-5 target,none,0,,,,,,,,,,https://www.basaltinfra.com/portfolio/helios-power/ | https://www.prnewswire.com/news-releases/soltage-and-basalt-launch-helios-power-to-deploy-200-mw-of-solar-in-the-us-300887583.html | https://www.soltage.com/news/soltage-and-basalt-launch-helios-power-to-deploy-200-mw-of-solar-in-the-u-s,,
onsite-partners__united-states,6871,OnSite Partners,United States,Basalt Infrastructure Partners,Power & ET,Active,1,4,6,current 2-5 target,none,0,,,,,,,,,,https://onsitepartners.com/ | https://onsitepartners.com/our-story/ | https://www.aep.com/news/releases/read/9796/AEP-Completes-Sale-of-AEP-OnSite-Partners/ | https://onsitepartners.com/news/onsite-partners-llc-announces-acquisition-by-basalt-infrastructure-partners/ | https://onsitepartners.com/news/onsite-partners-acquires-one-power-company-to-expand-distributed-generation-portfolio/ | https://onsitepartners.com/news/onsite-partners-acquires-one-power-company/,,
skyway-towers__united-states,6902,Skyway Towers,United States,Basalt Infrastructure Partners,Digital,Active,1,1,3,2-5 after research,medium,30,thin_scorecard,,,,,,,,,https://skywaytowers.com/ | https://skywaytowers.com/docs/BasaltSkyway.pdf | https://hl.com/about-us/transactions/houlihan-lokey-advises-skyway-towers/,,
xpress-natural-gas__united-states-canada,6927,Xpress Natural Gas,United States / Canada,Basalt Infrastructure Partners,Midstream,Active,1,2,3,current 2-5 target,none,0,,,,,,,,,,https://www.xng.com/ | https://www.basaltinfra.com/portfolio/xng/ | https://www.businesswire.com/news/home/20210201005803/en/Basalt-to-Acquire-Xpress-Natural-Gas,,
ag-partners-capital__united-states,6953,Ag Partners Capital,United States,BCI,Social Infra,Active,1,2,3,current 2-5 target,none,0,,,,,,,,,,https://www.bci.ca/owen-martin-a-global-partnership-approach-in-renewable-resources/ | https://realassets.ipe.com/special-reports/bci-a-global-partnership-approach-in-renewable-resources/10128357.article | https://www.bci.ca/wp-content/uploads/2020/10/BCI-Investment-Inventory-2021-Infrastructure-Renewable-Resources.pdf,,
caddo-sustainable-timberlands-lp__united-states,6980,Caddo Sustainable Timberlands LP,United States,BCI,Social Infra,Active,1,4,4,current 2-5 target,none,0,,,,,,,,,,https://www.caddolp.com/ | https://www.caddolp.com/sustainability/ | https://www.bci.ca/btg-pactual-timberland-investment-group-and-bci-create-caddo-sustainable-timberlands-lp-with-772000-acres-in-east-texas/ | https://www.caddolp.com/2022/02/14/btg-pactual-timberland-investment-group-and-bci-create-caddo-sustainable-timberlands-lp-with-772000-acres-in-east-texas/,,
cleco-corporation__united-states,7010,Cleco Corporation,United States,BCI,Utilities,Active,5,6,5,current 2-5 target,none,10,,,,,,,,,,https://www.cleco.com/about/history | https://www.cleco.com/media/press-releases/detail/2014/10/20/cleco-enters-agreement-to-be-acquired-by-north-american-investor-group-led-by-macquarie-infrastructure-and-real-assets-and-british-columbia-investment-management-corporation | https://www.cleco.com/media/press-releases/detail/2016/04/13/north-american-led-investor-group-completes-acquisition-of-cleco | https://lpscpubvalence.lpsc.louisiana.gov/portal/PSC/ViewFile?fileId=SnuJItgVr6k%3D | https://stonepeak.com/news/stonepeak-and-bernhard-capital-partners-to-acquire-cleco,,
connaught-oil-and-gas__canada,7047,Connaught Oil and Gas,Canada,BCI,Midstream,Active,1,2,4,current 2-5 target,none,0,,,,,,,,,,https://www.energyvoice.com/markets/energy-finance/564385/canadas-connaught-sells-out-of-uk-gas-field-to-bullish-reabold/ | https://thenarwhal.ca/wp-content/uploads/2026/02/Shift-Action-2025-Pension-Climate-Report-Card.pdf | https://www.shiftaction.ca/s/Shift-2025-Canadian-Pension-Climate-Report-Card-Summary.pdf | https://www.bdo.ca/getmedia/c62f2d6e-61f0-4295-be46-9075326a9562/Application-for-Limited-Discharge-Nov-27-2020118164121-1.pdf,,
corex-resources-ltd__canada,7074,Corex Resources Ltd.,Canada,BCI,Midstream,Active,1,2,4,current 2-5 target,none,0,,,,,,,,,,https://corexresources.ca/ | https://corexresources.ca/contact | https://www.newswire.ca/news-releases/corex-resources-ltd-announces-disposition-by-cdpq-of-corex-share-position-800716220.html | https://thenarwhal.ca/wp-content/uploads/2026/02/Shift-Action-2025-Pension-Climate-Report-Card.pdf,,
corix-infrastructure__united-states-canada,7101,Corix Infrastructure,United States / Canada,BCI,Utilities,Active,1,4,3,current 2-5 target,none,0,,,,,,,,,,https://www.bci.ca/wp-content/uploads/2020/10/BCI-Investment-Inventory-2021-Infrastructure-Renewable-Resources.pdf | https://myutility.nexuswatergroup.com/docs/default-source/communities/communities-common/application---corix-restructuring-and-business-combination-transactions.pdf?sfvrsn=1c2b6b5d_2 | https://nexuswatergroup.com/2024/04/02/nexus-water-group-press-release/,,
gct-global-container-terminals-inc__canada,7129,GCT Global Container Terminals Inc.,Canada,BCI,Transportation,Active,1,4,4,current 2-5 target,none,0,,,,,,,,,,https://globalterminals.com/ | https://globalterminals.com/ifm-investors-bci-join-ontario-teachers-equity-partners-gct-global-container-terminals-inc/ | https://www.otpp.com/en-ca/about-us/news-and-insights/2018/ifm-investors-and-bci-to-join-ontario-teachers-as-equity-partners-in-gct-global-container-terminals-inc-/ | https://bcmarineterminals.com/global-container-terminals/,,
intransit-bc__canada,7159,InTransit BC,Canada,BCI,Transportation,Active,2,4,6,current 2-5 target,none,4,,,,,,,,,,https://www.lexpert.ca/big-deals/ravco-intransit-bc-and-the-gvta-enter-into-p3/345743 | https://www.lexpert.ca/big-deals/ravco-intransit-bc-and-the-gvta-enter-into-p3/345743 | https://www.cdpqinfra.com/sites/cdpqinfrad8/files/2021-10/03-CDPQI-AAM-EN_notice_to_market.pdf | https://www.bci.ca/wp-content/uploads/2018/01/2022_InfrastructureRenewableResources-Pooled-Fund-Financial-Statements-1.pdf | https://www.translink.ca/-/media/translink/documents/about-translink/corporate-reports/quarterly_reports/2024/2024-year-end-financial-and-performance-report.pdf | https://www.translink.ca/about-us/projects/canada-line,,
monterey-mushrooms__united-states,7191,Monterey Mushrooms,United States,BCI,Social Infra,Active,1,2,4,current 2-5 target,none,0,,,,,,,,,,https://www.montereymushrooms.com/ | https://www.montereymushrooms.com/about-monterey-mushrooms | https://www.montereymushrooms.com/our-story-monterey-mushrooms | https://ec.europa.eu/competition/mergers/cases1/202535/M_12002_10733619_125_3.pdf,,
mosaic-forest-management__canada,7219,Mosaic Forest Management,Canada,BCI,Social Infra,Active,1,3,4,current 2-5 target,none,0,,,,,,,,,,https://www.mosaicforests.com/ | https://www.mosaicforests.com/news-views/2018/11/mosaic-forest-management-launch-wbcjc | https://www.mosaicforests.com/timberlands | https://newnavigationtwo.squarespace.com/s/Mosaic-2024-Supply-Chain-Report.pdf,,
nexus-water-group__united-states-canada,7248,Nexus Water Group,United States / Canada,BCI,Utilities,Active,2,5,5,current 2-5 target,none,4,,,,,,,,,,https://www.nexuswatergroup.com/ | https://nexuswatergroup.com/2024/04/02/nexus-water-group-press-release/ | https://app.mergerlinks.com/transactions/2022-08-29-corix-infrastructure-water-and-wastewater-businesses/service-providers | https://nexuswatergroup.com/2025/05/19/nexus-water-group-enters-into-a-definitive-agreement-to-sell-assets-in-eight-states-to-american-water/ | https://myutility.nexuswatergroup.com/docs/default-source/communities/communities-common/application---corix-restructuring-and-business-combination-transactions.pdf?sfvrsn=1c2b6b5d_2,,
northview-energy__united-states-canada,7281,Northview Energy,United States / Canada,BCI,Power & ET,Active,3,4,7,current 2-5 target,none,6,,,,,,,,,,https://bep.brookfield.com/press-releases/bep/bci-norges-bank-investment-management-and-brookfield-partner-launch-northview | https://bep.brookfield.com/press-releases/bep/bci-norges-bank-investment-management-and-brookfield-partner-launch-northview | https://www.nbim.no/en/news-and-insights/the-press/press-releases/2026/new-investment-in-unlisted-renewable-energy-infrastructure/ | https://www.milbank.com/en/news/milbank-advises-bci-on-launch-of-northview-energy.html | https://bam.brookfield.com/press-releases/bci-norges-bank-investment-management-and-brookfield-partner-launch-northview-energy | https://www.bci.ca/news-and-insights/news-releases/bci-norges-bank-investment-management-and-brookfield-partner-to-launch-northview-energy/ | https://www.globenewswire.com/news-release/2026/03/03/3248185/0/en/BCI-Norges-Bank-Investment-Management-and-Brookfield-Partner-to-Launch-Northview-Energy.html,,
teays-river-investments__united-states,7316,Teays River Investments,United States,BCI,Social Infra,Active,1,3,3,current 2-5 target,none,0,,,,,,,,,,https://www.teaysinvestments.com/ | https://www.prnewswire.com/news-releases/teays-river-investments-names-micah-vincent-president-and-ceo-302642376.html | https://www.bci.ca/owen-martin-a-global-partnership-approach-in-renewable-resources/,,
clearcurrent__united-states,7344,ClearCurrent,United States,Bernhard Capital Partners,Utilities,Active,1,1,3,2-5 after research,medium,30,thin_scorecard,,,,,,,,,https://clearcurrent.com/ | https://www.bernhardcapital.com/portfolio-items/clearcurrent/ | https://www.bernhardcapital.com/wp-content/uploads/2025/11/BCP_ESGReport_24_102025.pdf,,
delta-utilities__united-states,7369,Delta Utilities,United States,Bernhard Capital Partners,Utilities,Active,1,5,5,current 2-5 target,none,0,,,,,,,,,,https://deltautilities.com/corporate/home | https://deltautilities.com/corporate/about-us | https://www.bernhardcapital.com/bcp-backed-delta-utilities-completes-acquisition-of-centerpoint-energys-natural-gas-distribution-businesses-in-louisiana-and-mississippi/ | https://www.bernhardcapital.com/bcp-backed-delta-utilities-completes-acquisition-of-entergys-natural-gas-distribution-businesses-in-new-orleans-and-east-baton-rouge-parish/ | https://www.prnewswire.com/news-releases/spire-announces-sale-of-its-mississippi-natural-gas-business-to-delta-utilities-for-75-million-302749447.html,,
elevation__united-states,7401,Elevation,United States,Bernhard Capital Partners,Power & ET,Active,1,2,4,current 2-5 target,none,0,,,,,,,,,,https://poweredbyelevation.com/locations/ | https://poweredbyelevation.com/post/elevation-secures-series-b-investment-to-bring-clean-energy-to-renters/ | https://www.bernhardcapital.com/portfolio-items/elevation/ | https://www.prnewswire.com/news-releases/elevation-announces-20-million-convertible-note-investment-from-bernhard-capital-partners-301937424.html,,
green-meadow-sustainable-solutions__united-states,7428,Green Meadow Sustainable Solutions,United States,Bernhard Capital Partners,Social Infra,Active,1,4,3,current 2-5 target,none,0,,,,,,,,,,https://www.greenmeadowsolutions.com/about | https://www.bernhardcapital.com/portfolio-items/green-meadow-sustainable-solutions/ | https://www.bernhardcapital.com/wp-content/uploads/2025/11/BCP_ESGReport_24_102025.pdf,,
national-water-infrastructure__united-states,7457,National Water Infrastructure,United States,Bernhard Capital Partners,Utilities,Active,1,3,3,current 2-5 target,medium,25,excessive_other_milestones,,,,,,,,,https://www.bernhardcapital.com/portfolio-items/national-water-infrastructure/ | https://www.prnewswire.com/news-releases/national-water-infrastructure-providing-financial-relief-to-customers-and-communities-301073404.html | https://www.nmgco.com/userfiles/files/Revised%20Application%20Direct%20Testimony%20of%20Jeffrey%20M_%20Baudier.pdf,,
new-mexico-gas-company__united-states,7484,New Mexico Gas Company,United States,Bernhard Capital Partners,Utilities,Active,1,2,4,current 2-5 target,none,0,,,,,,,,,,https://www.bernhardcapital.com/portfolio-items/new-mexico-gas-company/ | https://www.bernhardcapital.com/emera-announces-sale-of-new-mexico-gas-company-to-bcp/ | https://www.nmgco.com/en/bcp_purchase | https://www.nmgco.com/en/regulatory_filings,,
cleancapital-holdings-llc__united-states,7511,"CleanCapital Holdings, LLC",United States,Manulife,Power & ET,Active,2,5,7,current 2-5 target,none,4,,,,,,,,,,https://cleancapital.com/ | https://cleancapital.com/resources/cleancapital-and-blackrock-announce-new-partnership-to-drive-capital-into-distributed-clean-energy-markets/ | https://cleancapital.com/resources/cleancapital-announces-new-investment-from-blackrocks-renewable-power-group/ | https://cleancapital.com/resources/cleancapital-completes-185m-debt-private-placement/ | https://cleancapital.com/about/our-story/ | https://www.manulifeim.com/institutional/global/en/about-us/press-releases/cleancapital-receives-up-to-500-million-additional-commitment-from-manulife-investment-management | https://cleancapital.com/resources/cleancapital-secures-300-million-commitment-from-manulife-investment-management-acquires-63-megawatts-of-operating-solar-projects/,,
conexon__united-states,7546,Conexon,United States,BlackRock,Digital,Active,1,3,5,current 2-5 target,none,0,,,,,,,,,,https://conexon.us/about/about-conexon/ | https://conexon.us/about/media-fact-sheet/ | https://conexon.us/news/conexon-founding-partner-randy-klindt-named-ceo-of-companys-isp-entity-conexon-connect/ | https://www.blackrock.com/us/individual/investment-ideas/alternative-investments/blackrock-impact-opportunities | https://www.tapadvisors.com/selected-tap-advisors-transactions,,
dsd-renewables__united-states,7576,DSD Renewables,United States,BlackRock,Power & ET,Active,2,5,7,current 2-5 target,none,4,,,,,,,,,,https://dsdrenewables.com/ | https://dsdrenewables.com/press-release/dsd-secures-200m-preferred-equity-investment-from-ares-management-press-release/ | https://dsdrenewables.com/press-release/dsd-receives-250m-strategic-investment-from-cox-enterprises-press-release/ | https://dsdrenewables.com/press-release/dsd-secures-238-million-in-long-term-financing-for-233-mw-of-solar-energy/ | https://dsdrenewables.com/overview/ | https://dsdrenewables.com/overview/the-history-of-dsd/ | https://dsdrenewables.com/press-release/dsd-triples-solar-capacity-and-staff-raises-more-than-1b-in-3-years-since-launch/,,
electrada__united-states,7611,Electrada,United States,BlackRock,Transportation,Active,1,4,3,current 2-5 target,none,0,,,,,,,,,,https://electrada.com/ | https://electrada.com/company/ | https://electrada.com/news/blackrock-ev-charging-expansion/,,
environmental-360-solutions__canada,7640,Environmental 360 Solutions,Canada,BlackRock,Social Infra,Active,1,2,4,current 2-5 target,none,0,,,,,,,,,,https://e360s.ca/ | https://e360s.ca/about-us/ | https://e360s.ca/about-us/shareholders/ | https://e360s.ca/our-media/environmental-360-solutions-inc-announces-closing-of-acquisition-by-blackrock-alternatives/,,
excelsior-u-s-solar-storage-portfolio__united-states,7668,Excelsior U.S. Solar & Storage Portfolio,United States,BlackRock,Power & ET,Active,1,2,3,current 2-5 target,none,0,,,,,,,,,,https://excelsiorcapital.com/news-insights/excelsior-energy-capital-sells-sub-portfolio-of-solar-and-solar-plus-storage-assets-to-blackrock/ | https://www.naturalpower.com/us/news/news-post/natural-power-supports-blackrocks-portfolio-acquisition-from-excelsior-energy-capital | https://excelsiorcapital.com/,,
gigapower__united-states,7694,Gigapower,United States,BlackRock,Digital,Active,1,3,3,current 2-5 target,none,0,,,,,,,,,,https://www.gigapower.com/about-us | https://about.att.com/story/2023/gigapower.html | https://www.businesswire.com/news/home/20221223005039/en/ATT-and-BlackRock-to-Form-Gigapower-Joint-Venture-A-Wholesale-Fiber-Services-Provider,,
harquahala-generation-company__united-states,7722,Harquahala Generation Company,United States,BlackRock,Power & ET,Active,1,4,3,current 2-5 target,none,0,,,,,,,,,,https://www.capitalpower.com/operations/harquahala/ | https://www.capitalpower.com/media/media_releases/capital-power-announces-strategic-acquisition-of-two-u-s-gas-generation-facilities/ | https://www.capitalpower.com/media/media_releases/capital-power-completes-acquisition-of-the-1092-mw-harquahala-natural-gas-generation-facility-in-arizona/,,
indian-energy__united-states,7751,Indian Energy,United States,BlackRock,Power & ET,Active,1,3,3,current 2-5 target,none,0,,,,,,,,,,https://indianenergy.com/about-ie/ | https://indianenergy.com/indian-energy-announces-financial-close-on-the-viejas-enterprise-microgrid-project/ | https://www.blackrock.com/us/individual/investment-ideas/alternative-investments/blackrock-impact-opportunities,,
jupiter-power__united-states,7779,Jupiter Power,United States,BlackRock,Power & ET,Active,1,4,4,current 2-5 target,none,0,,,,,,,,,,https://www.jupiterpower.io/ | https://www.jupiterpower.io/post/encap-investments-sells-jupiter-power-to-blackrock | https://www.jupiterpower.io/post/jupiter-power-secures-500-million-in-upsized-corporate-credit-facility-to-accelerate-portfolio-expansion | https://www.jupiterpower.io/post/jupiter-power-announces-652-megawatt-hours-of-battery-storage-projects,,
